device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,used_price_inr,new_price_inr,age_months,brand_encoded
alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2460.0,156.0,2016,754,4.07973841,5.295312858,5321.700000890116,17946.000008475214,25.133333333333333,1
alcatel,Android,12.83,yes,no,8.0,5.0,16.0,4.0,2500.0,163.9,2016,1063,3.998567607,4.389002248,4906.800000842341,7250.399997025109,35.43333333333333,1
alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2150.0,140.0,2015,769,4.632396172,5.306731865,9248.39999776482,18152.099997294335,25.633333333333333,1
alcatel,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,148.0,2016,989,3.013572192,4.097672352,1832.4000005821129,5417.999998294547,32.96666666666667,1
alcatel,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,159.95,2016,811,4.332442405,4.942855972,6851.69999782033,12615.300004100402,27.033333333333335,1
alcatel,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2960.0,159.95,2016,911,4.390118805,5.002871903,7258.500003112316,13395.599993591255,30.366666666666667,1
alcatel,Android,12.83,yes,no,8.0,5.0,16.0,4.0,2500.0,159.95,2016,987,4.026422546,4.706733501,5045.400001328745,9962.099996039746,32.9,1
alcatel,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2500.0,159.95,2016,649,3.999484281,4.372481222,4911.299999026872,7131.600001209876,21.633333333333333,1
alcatel,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,149.0,2016,1006,4.555664766,5.389938934,8565.299999278353,19727.100007984336,33.53333333333333,1
alcatel,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2610.0,135.0,2016,708,4.351180755,5.301113454,6981.300003471239,18050.40000270688,23.6,1
alcatel,Android,17.78,no,no,2.0,0.3,32.0,4.0,2580.0,159.95,2016,813,3.850360345,4.384274107,4230.899999847521,7216.199998453132,27.1,1
alcatel,Android,15.24,no,no,13.0,8.0,32.0,4.0,2580.0,179.0,2016,770,4.268717949,4.796699224,6428.699998927172,10899.9000050907,25.666666666666668,1
alcatel,Android,15.24,yes,no,8.0,5.0,32.0,4.0,2580.0,159.95,2016,780,4.35850209,4.619467491,7032.600002623691,9129.600002840074,26.0,1
alcatel,Android,10.16,no,no,2.0,0.3,16.0,4.0,1500.0,159.95,2016,893,3.674526948,4.085303818,3548.7000003920043,5351.40000230136,29.766666666666666,1
alcatel,Android,12.83,yes,no,5.0,2.0,32.0,4.0,2580.0,174.0,2016,622,4.138999203,4.78857449,5646.600001340887,10811.70000288366,20.733333333333334,1
alcatel,Android,12.83,yes,no,8.0,2.0,16.0,4.0,2500.0,173.0,2015,1040,4.129550818,4.880982086,5593.5000002420875,11858.400001548891,34.666666666666664,1
alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,140.0,2015,566,4.288539792,5.441161511,6557.400002751368,20763.900008772387,18.866666666666667,1
alcatel,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3500.0,147.0,2015,1041,4.475744639,4.862908382,7907.400003577044,11645.99999922204,34.7,1
alcatel,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2000.0,144.9,2015,562,3.955465563,4.872445449,4699.799998726436,11757.6000039716,18.733333333333334,1
alcatel,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2910.0,141.0,2015,1073,4.261552481,5.527085073,6382.799998685096,22626.900008768658,35.766666666666666,1
alcatel,Android,10.34,yes,no,13.0,5.0,32.0,4.0,2000.0,110.0,2015,736,4.577593418,5.306384738,8755.199998092621,18145.800006790247,24.533333333333335,1
alcatel,Android,12.83,yes,no,5.0,2.0,32.0,4.0,2800.0,142.95,2015,658,4.135806352,4.780718858,5628.59999983286,10727.099994694194,21.933333333333334,1
alcatel,Android,20.32,no,no,2.0,0.3,16.0,4.0,3240.0,335.0,2015,686,4.385894146,4.602667056,7227.89999855174,8977.500002065066,22.866666666666667,1
alcatel,Android,17.78,yes,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,893,4.244917421,4.870453263,6277.500001873991,11734.199994175222,29.766666666666666,1
alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,917,4.097340071,4.602265973,5416.199998906472,8973.900001429525,30.566666666666666,1
alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,976,3.974246349,4.377139713,4788.900001875918,7164.899999280022,32.53333333333333,1
alcatel,Android,23.01,yes,no,5.0,2.0,32.0,4.0,4600.0,380.0,2015,713,4.911404104,5.524177225,12224.700002024414,22561.1999919575,23.766666666666666,1
alcatel,Android,12.7,yes,no,5.0,2.0,16.0,4.0,2820.0,142.95,2015,732,3.961955374,4.377642036,4730.399999165769,7168.499997447602,24.4,1
alcatel,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2820.0,125.0,2015,629,3.341801172,4.064057161,2544.3000007492983,5238.899998514017,20.966666666666665,1
alcatel,Android,10.16,yes,no,2.0,0.3,16.0,4.0,2820.0,110.0,2015,1092,3.021887231,3.919197209,1847.6999999430127,4532.399999201633,36.4,1
alcatel,Others,7.75,no,no,2.0,0.3,512.0,0.25,2820.0,98.0,2015,786,2.863343086,3.67832394,1576.8000007753985,3562.1999993786817,26.2,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,114.0,2014,829,3.927699485,4.86190324,4571.100000854094,11634.29999655792,27.633333333333333,1
alcatel,Android,7.75,no,no,2.0,0.3,16.0,4.0,1300.0,101.0,2014,803,3.539508997,4.362206507,3100.4999985748004,7058.699998414791,26.766666666666666,1
alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,149.0,2014,702,3.586292865,4.795873187,3248.999998899124,10890.900002069691,23.4,1
alcatel,Others,7.75,no,no,1.3,0.3,256.0,0.25,1000.0,93.0,2014,672,2.506341931,3.323956301,1103.4000005428009,2499.2999992034524,22.4,1
alcatel,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2000.0,147.0,2014,929,3.90499839,5.183467525,4468.499997805154,16047.000002100638,30.966666666666665,1
alcatel,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2000.0,147.0,2014,658,4.160912273,4.865378281,5771.699999072075,11674.799994873392,21.933333333333334,1
alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,149.1,2014,718,3.927305629,4.51338379,4569.300000185958,8210.699997065632,23.933333333333334,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,121.1,2014,969,3.645449896,4.115942962,3446.9999993567894,5517.900001243754,32.3,1
alcatel,Android,20.32,yes,no,5.0,3.0,32.0,4.0,4100.0,327.0,2014,794,4.596230344,5.516850305,8919.89999626598,22396.499993178855,26.466666666666665,1
alcatel,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4060.0,310.0,2014,892,4.554718642,5.634146539,8557.199995789917,25183.79999231541,29.733333333333334,1
alcatel,Android,15.24,yes,no,13.1,5.0,16.0,4.0,3100.0,175.0,2014,654,4.536248741,6.127938481,8400.600004018259,41264.09999142307,21.8,1
alcatel,Android,7.75,no,no,2.0,0.3,16.0,4.0,1300.0,100.0,2014,921,2.779440197,4.394572604,1449.8999997261383,7290.90000114905,30.7,1
alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,150.0,2014,632,3.921775297,4.590259573,4544.100000586986,8866.799997762577,21.066666666666666,1
alcatel,Android,10.16,no,no,3.15,0.3,16.0,4.0,1300.0,116.0,2014,867,3.385745277,3.685373315,2658.599999725542,3587.4000007725517,28.9,1
alcatel,Others,5.28,no,no,3.15,0.3,16.0,4.0,750.0,98.0,2014,1029,3.314549575,3.932413695,2475.9000001572613,4592.699999651506,34.3,1
alcatel,Others,5.18,no,no,2.0,0.3,128.0,0.25,750.0,95.0,2014,787,3.601413428,3.907613297,3298.4999989027187,4480.200000271295,26.233333333333334,1
alcatel,Others,5.18,no,no,0.3,0.3,16.0,0.25,850.0,77.9,2014,809,1.617406082,3.371768571,453.5999999622254,2621.7000000751295,26.966666666666665,1
alcatel,Others,5.18,no,no,2.0,0.3,128.0,4.0,850.0,85.0,2014,656,2.335052283,3.01406323,929.6999998777005,1833.299999562365,21.866666666666667,1
alcatel,Android,12.93,yes,no,8.0,2.0,32.0,4.0,3400.0,182.0,2014,578,4.742755849,5.637820719,10327.50000061289,25276.500000544907,19.266666666666666,1
alcatel,Android,12.7,yes,no,5.0,0.3,16.0,4.0,3000.0,162.0,2014,753,4.162781724,4.940641922,5782.50000129916,12587.399996529395,25.1,1
alcatel,Android,10.16,yes,no,5.0,0.3,16.0,4.0,2000.0,130.0,2014,951,3.56671182,4.799008503,3185.9999995548246,10925.100000986398,31.7,1
alcatel,Others,17.78,no,no,0.3,0.3,16.0,4.0,2000.0,285.0,2014,701,3.994708372,4.38887811,4887.899999771471,7249.5000027331835,23.366666666666667,1
alcatel,Others,10.29,no,no,5.0,0.3,16.0,4.0,1700.0,103.0,2014,955,3.268808194,4.224787858,2365.2000009072676,6152.3999984779575,31.833333333333332,1
alcatel,Others,7.75,no,no,0.3,0.3,16.0,4.0,1300.0,100.0,2014,785,3.02431973,3.525183361,1852.1999992481858,3056.399998645566,26.166666666666668,1
alcatel,Android,12.7,yes,no,8.0,1.3,32.0,4.0,2150.0,126.0,2014,653,4.411706789,5.637108341,7416.900001666636,25258.499990194447,21.766666666666666,1
alcatel,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,128.0,2014,834,3.943134,5.298867215,4642.199997896161,18009.899993633993,27.8,1
alcatel,Android,10.29,yes,no,8.0,2.0,16.0,4.0,2000.0,116.0,2014,568,4.222884351,5.291292752,6140.700001060303,17874.0000069517,18.933333333333334,1
alcatel,Android,10.29,no,no,8.0,0.3,16.0,4.0,1700.0,110.0,2014,571,3.998384171,5.07567369,4905.899999626223,14407.199996031139,19.033333333333335,1
alcatel,Others,5.18,no,no,2.0,0.3,16.0,4.0,1000.0,89.0,2013,606,2.83085763,4.104954741,1526.3999994447613,5457.599998176529,20.2,1
alcatel,Android,12.7,no,no,13.1,2.0,16.0,4.0,2500.0,125.0,2014,540,4.004055091,5.671155972,4933.800000618501,26133.300004466004,18.0,1
alcatel,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,189.0,2014,906,4.234251422,4.954770161,6210.900002282439,12766.499996746323,30.2,1
alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,130.0,2013,967,3.715277928,4.701752284,3696.3000001165547,9912.60000164217,32.233333333333334,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,136.5,2013,904,3.711618941,4.255754544,3682.7999996927592,6345.90000170737,30.133333333333333,1
alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,162.0,2013,684,3.912422925,4.870376562,4501.799997976562,11733.300003816987,22.8,1
alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,157.0,2013,921,3.937495801,4.60366906,4616.099998148125,8986.500001241713,30.7,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1300.0,110.0,2013,764,3.557346064,4.3797741,3156.299999519968,7183.8000027256185,25.466666666666665,1
alcatel,Android,7.75,no,no,2.0,0.3,16.0,4.0,1300.0,100.0,2013,837,3.215670694,4.264087337,2242.8000001811006,6399.000001220962,27.9,1
alcatel,Android,10.34,no,no,13.0,1.3,16.0,4.0,2000.0,117.4,2013,692,4.793805105,5.888268354,10868.400001753742,32470.199990923535,23.066666666666666,1
alcatel,Android,15.24,no,no,13.0,2.0,32.0,4.0,3400.0,177.6,2013,817,4.55744945,5.911798852,8580.600001916224,33243.30001031453,27.233333333333334,1
alcatel,Android,10.34,yes,no,8.0,1.3,16.0,4.0,2000.0,110.0,2013,586,3.643620548,5.068212139,3440.7000010035786,14300.100001426066,19.533333333333335,1
alcatel,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,96.0,2013,831,3.156148995,4.866995844,2113.2000000847484,11693.700001231988,27.7,1
alcatel,Android,7.75,no,no,2.0,0.3,512.0,0.25,1300.0,118.0,2013,858,2.842581094,3.934957977,1544.3999999076195,4604.400001332319,28.6,1
alcatel,Android,12.7,no,no,13.1,2.1,32.0,4.0,2000.0,130.0,2013,608,4.674696249,5.913421921,9648.000003505103,33297.29999101172,20.266666666666666,1
alcatel,Others,7.75,no,no,3.15,0.3,16.0,0.25,1400.0,108.0,2013,858,3.526654599,4.801969762,3060.8999999415246,10957.50000040872,28.6,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,119.5,2013,1084,3.609294975,5.390075792,3324.600000761021,19729.80000419106,36.13333333333333,1
alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2500.0,163.0,2013,789,3.667144962,5.136621628,3522.6000001129696,15312.600006925308,26.3,1
alcatel,Android,11.81,no,no,8.0,1.3,16.0,4.0,1800.0,115.0,2013,585,3.54702783,5.589044797,3123.9000003945653,24073.199995527728,19.5,1
alcatel,Android,11.84,no,no,8.0,2.0,16.0,4.0,1800.0,109.0,2013,898,3.996731733,5.435467205,4897.799998260789,20646.00000629145,29.933333333333334,1
alcatel,Android,7.75,no,no,2.0,0.3,512.0,0.25,1400.0,118.0,2013,911,3.63968921,4.602065371,3427.2000002633295,8972.099999689453,30.366666666666667,1
alcatel,Android,7.75,no,no,3.15,0.3,16.0,4.0,1400.0,122.0,2013,597,3.387774361,4.610257225,2663.9999991208406,9045.89999966848,19.9,1
alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,136.5,2013,900,3.756538103,4.953782716,3852.0000015879828,12753.900002081704,30.0,1
alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,139.0,2013,573,4.123093976,5.010835274,5557.500002733808,13502.699998664282,19.1,1
alcatel,Android,12.7,yes,no,8.0,1.3,16.0,4.0,2500.0,135.0,2013,1042,4.234541193,5.862067454,6212.700001768233,31630.500011959037,34.733333333333334,1
alcatel,Android,12.7,no,no,12.0,1.0,16.0,4.0,2500.0,130.0,2013,733,4.812997033,6.430783428,11078.999997890474,55859.400001527436,24.433333333333334,1
alcatel,Android,12.7,no,no,8.0,0.3,16.0,4.0,2500.0,135.0,2013,847,4.365643155,5.398117452,7082.999997001359,19889.100007454166,28.233333333333334,1
others,Android,15.29,yes,no,12.0,8.0,32.0,4.0,4000.0,168.0,2018,396,4.491441421,5.391488897,8032.5000027330725,19757.699991388978,13.2,24
others,Android,15.29,yes,no,12.0,16.0,32.0,4.0,3000.0,210.0,2018,616,4.930870326,5.803265753,12465.000004644544,29824.199995790274,20.533333333333335,24
others,Android,15.24,yes,no,13.0,13.0,64.0,4.0,3050.0,156.0,2017,681,5.185540529,6.106866974,16080.300000883193,40403.70001681524,22.7,24
others,Android,12.83,yes,no,13.0,13.0,32.0,4.0,3000.0,143.6,2018,492,4.829273277,5.395897695,11260.800002285936,19845.000002244466,16.4,24
others,Android,12.7,yes,no,8.0,8.0,16.0,4.0,2500.0,145.0,2017,683,4.050044303,5.00428182,5165.99999831836,13414.499998335525,22.766666666666666,24
others,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,167.5,2017,825,5.181839728,6.039015849,16020.899992160306,37753.2000012759,27.5,24
others,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,144.0,2016,601,4.863758098,6.105997864,11655.899997255083,40368.60001218554,20.033333333333335,24
others,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,209.8,2016,636,4.617395156,6.039015849,9110.700003547154,37753.2000012759,21.2,24
others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.6,2016,1046,4.534425781,5.704948461,8385.299996123198,27031.499991994067,34.86666666666667,24
others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2350.0,128.0,2015,725,4.628984364,5.297967305,9216.899999194937,17993.69999489445,24.166666666666668,24
others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2350.0,128.0,2015,636,4.323205074,5.185428584,6788.700000912809,16078.499992452453,21.2,24
others,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,137.0,2015,1048,4.072439727,5.084319367,5283.000000876709,14532.300001547257,34.93333333333333,24
others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3150.0,155.3,2015,879,4.649952329,5.704915166,9412.200002259076,27030.599993184653,29.3,24
others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3150.0,155.3,2015,816,4.277915338,5.525492779,6488.099997297787,22590.900000550842,27.2,24
others,Android,10.34,yes,no,8.0,5.0,16.0,4.0,2000.0,143.0,2015,1044,3.860519163,5.302259586,4274.100001876201,18071.100003963704,34.8,24
others,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,580,3.663561646,4.781976562,3509.99999954494,10740.599998991069,19.333333333333332,24
others,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,200.0,2016,1050,4.052654135,5.124261554,5179.499999130406,15124.499997411982,35.0,24
others,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1700.0,118.5,2016,650,3.529004086,4.860432367,3068.0999995403627,11617.199997865207,21.666666666666668,24
others,Android,12.7,yes,no,8.0,5.0,32.0,4.0,3140.0,154.0,2015,974,3.983971505,4.617395156,4835.700001253751,9110.700003547154,32.46666666666667,24
others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,6000.0,212.0,2015,1042,4.720550337,5.700276335,10100.699999715516,26905.49999120423,34.733333333333334,24
others,Android,10.29,yes,no,5.0,2.0,16.0,4.0,4000.0,156.5,2015,672,3.716737782,4.947482479,3701.699999102957,12673.799998846844,22.4,24
others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2100.0,130.0,2015,805,4.308110952,5.478094021,6687.000001847527,21545.099996616704,26.833333333333332,24
others,Android,10.29,yes,no,8.0,2.0,32.0,4.0,1850.0,135.5,2015,664,4.266756065,4.944424264,6416.099999168878,12635.100000203935,22.133333333333333,24
others,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,204.4,2015,924,5.053439323,6.19068419,14090.399998762572,43936.1999866953,30.8,24
others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1400.0,118.5,2014,758,3.564449376,4.396545721,3178.8000008399677,7305.300001657686,25.266666666666666,24
others,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1800.0,150.0,2014,945,3.664074335,4.941356667,3511.7999993153217,12596.399993708257,31.5,24
others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1350.0,119.8,2014,1047,3.268808194,4.509649984,2365.2000009072676,8180.099998931034,34.9,24
others,Android,12.7,no,no,8.0,2.0,32.0,4.0,1920.0,149.7,2014,614,3.809103951,5.438905055,4059.8999982936057,20717.10000294839,20.466666666666665,24
others,Android,12.83,no,no,8.0,2.0,32.0,4.0,2400.0,146.4,2014,689,3.957760897,5.441551535,4710.59999951952,20772.00000760371,22.966666666666665,24
others,Android,10.34,no,no,16.0,4.0,16.0,4.0,2200.0,139.2,2014,786,4.326249619,5.703449086,6809.399998604871,26991.000006613784,26.2,24
others,Android,10.36,no,no,8.0,5.0,16.0,4.0,2050.0,97.0,2014,957,3.852485293,5.441291535,4239.900001221304,20766.59998963449,31.9,24
others,Windows,10.16,no,no,5.0,0.3,16.0,4.0,1420.0,110.0,2014,706,3.276389731,4.482889551,2383.1999998360184,7964.099997775958,23.533333333333335,24
others,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,156.2,2014,643,3.89324785,5.12942523,4416.299999550367,15202.799999000523,21.433333333333334,24
others,Windows,10.34,no,no,8.0,2.0,32.0,4.0,1750.0,98.9,2014,1085,3.971988587,5.079725939,4778.100001932358,14465.700006060413,36.166666666666664,24
others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,118.7,2014,635,3.462292481,4.867226711,2870.0999999369546,11696.400002328757,21.166666666666668,24
others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,129.0,2014,965,4.421728002,5.828268918,7491.6000035552615,30579.29999655971,32.166666666666664,24
others,Android,10.34,no,no,13.0,2.0,16.0,4.0,2100.0,143.1,2014,739,4.414009681,5.669260041,7434.000003516782,26083.800009969804,24.633333333333333,24
others,Android,12.83,no,no,16.0,8.0,32.0,4.0,2500.0,150.5,2014,609,5.009301071,6.153795959,13481.999998879392,42344.999998922984,20.3,24
others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,143.5,2014,563,4.045504397,5.734667258,5142.600001015012,27846.899993394112,18.766666666666666,24
others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,402.0,2013,646,4.378144107,4.505460342,7172.0999970619,8145.900001310844,21.533333333333335,24
others,Android,23.04,no,no,2.0,0.3,32.0,4.0,8000.0,645.4,2013,579,4.829992328,5.06940722,11268.900003596402,14317.199995139461,19.3,24
others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,282.0,2013,571,3.880738715,4.242620879,4361.399998306121,6263.100000897138,19.033333333333335,24
others,Android,20.32,no,no,2.0,0.3,32.0,4.0,4400.0,472.4,2013,833,4.629472479,4.795625243,9221.40000450875,10888.200003497635,27.766666666666666,24
others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,289.0,2013,578,4.197953545,4.395312979,5989.500000951607,7296.300000002801,19.266666666666666,24
others,Android,18.01,no,no,5.0,2.0,32.0,4.0,4000.0,374.0,2013,724,4.292375413,5.241217775,6582.600001835,17001.000008373605,24.133333333333333,24
others,Android,18.01,no,no,5.0,0.3,32.0,4.0,4000.0,357.0,2013,960,4.324662317,5.016219672,6798.599998067081,13575.599994703394,32.0,24
others,Others,5.18,no,no,0.08,2.0,16.0,4.0,1000.0,80.0,2014,1008,2.630448955,2.942331497,1249.1999999017396,1706.4000002954194,33.6,24
others,Android,11.81,no,no,8.0,1.0,16.0,4.0,2100.0,131.9,2014,556,4.338988645,5.396940235,6896.70000012198,19865.699996958152,18.533333333333335,24
others,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,153.7,2014,1048,3.568969157,4.852811209,3193.19999859059,11529.000001121907,34.93333333333333,24
others,Android,11.76,no,no,5.0,0.3,16.0,4.0,1700.0,147.7,2013,661,3.655064106,5.0681492,3480.300001325279,14299.199995755102,22.033333333333335,24
others,Android,10.29,no,no,8.0,2.0,16.0,4.0,3000.0,147.7,2013,783,4.137563681,5.596531284,5638.499998071195,24254.100002201667,26.1,24
others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,129.4,2013,998,4.589447226,5.885631698,8859.600004227312,32384.700009847977,33.266666666666666,24
others,Android,7.75,no,no,2.0,0.3,16.0,4.0,1200.0,110.6,2013,695,3.360028105,4.399620943,2591.1000009740346,7327.799999451644,23.166666666666668,24
others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,137.7,2013,1091,3.510350696,4.614129927,3011.400001328998,9080.999996734801,36.36666666666667,24
others,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.0,2013,1085,3.743841012,4.800572482,3803.3999992853,10942.199996492185,36.166666666666664,24
others,Android,10.34,no,no,8.0,2.0,32.0,4.0,1800.0,143.0,2014,617,4.34549231,5.304349139,6941.700000375492,18108.900003988387,20.566666666666666,24
others,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,124.9,2013,601,3.606584211,5.436861176,3315.5999987165105,20674.800000080715,20.033333333333335,24
others,Android,12.78,no,no,8.0,1.0,16.0,4.0,3000.0,176.9,2013,1088,4.033000932,5.436904706,5078.700000096249,20675.699993712944,36.266666666666666,24
others,Others,5.28,no,no,2.0,0.3,16.0,4.0,1280.0,113.6,2013,1046,2.915606229,3.047850228,1661.3999998758836,1896.300000348734,34.86666666666667,24
others,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,122.7,2013,977,3.314549575,4.249066507,2475.9000001572613,6303.599997367296,32.56666666666667,24
others,Android,10.29,no,no,8.0,1.0,16.0,4.0,2100.0,140.7,2013,822,4.035478809,5.134856817,5091.29999819226,15285.59999396218,27.4,24
others,Android,25.43,no,no,2.0,0.3,32.0,4.0,3830.0,500.0,2017,878,4.672641901,5.127884854,9628.199999007298,15179.39999777629,29.266666666666666,24
others,Android,20.32,no,no,2.0,0.3,16.0,4.0,3210.0,369.0,2017,790,4.154655409,4.699479865,5735.699998128999,9890.099995462097,26.333333333333332,24
others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2980.0,295.0,2017,552,4.082777926,4.207822046,5337.900000797295,6048.900000109642,18.4,24
others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2980.0,313.0,2015,821,2.888147063,3.925728652,1616.4000002035796,4562.099997790768,27.366666666666667,24
others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2100.0,337.0,2014,925,4.157319361,4.784737955,5750.999997794554,10770.300004465096,30.833333333333332,24
others,Android,15.24,no,no,2.0,0.3,32.0,4.0,2100.0,290.0,2014,1032,3.998751009,4.514698283,4907.700000304423,8221.500001446859,34.4,24
others,Others,10.34,yes,no,13.0,2.1,32.0,4.0,2400.0,160.0,2014,988,4.216857137,5.068589687,6103.8000018464445,14305.499994895632,32.93333333333333,24
others,Android,17.78,yes,no,1.3,0.3,16.0,4.0,2000.0,303.0,2013,1016,3.925728652,5.137679021,4562.099997790768,15328.800006358022,33.86666666666667,24
others,Android,17.78,no,no,5.0,0.3,32.0,4.0,2000.0,345.0,2013,836,4.261693475,4.585987367,6383.699998633921,8829.000003784842,27.866666666666667,24
apple,iOS,25.53,yes,no,8.0,7.0,64.0,4.0,3969.0,456.0,2019,496,4.937060513,6.310081901,12542.399998693169,49508.099989940776,16.533333333333335,2
apple,iOS,18.01,yes,no,8.0,7.0,64.0,4.0,5124.0,300.5,2019,250,4.794632851,6.110158279,10877.400000724303,40536.89999733724,8.333333333333334,2
apple,iOS,30.71,yes,no,12.0,7.0,1024.0,4.0,9720.0,631.0,2018,543,5.808022363,7.003846972,29966.400010628357,99077.40004878126,18.1,2
apple,iOS,27.94,yes,no,12.0,7.0,1024.0,4.0,7812.0,468.0,2018,525,6.158968531,6.778898657,42564.60001908968,79119.0000113035,17.5,2
apple,iOS,15.37,yes,no,12.0,7.0,64.0,4.0,3174.0,208.0,2018,583,5.57059388,7.131154798,23633.099990252373,112528.80005244537,19.433333333333334,2
apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2658.0,177.0,2018,641,5.583458714,7.047795444,23939.099997843918,103528.80004974711,21.366666666666667,2
apple,iOS,15.27,yes,no,12.0,7.0,64.0,4.0,2942.0,194.0,2018,673,5.492649836,6.74521282,21860.99999982234,76498.20001562273,22.433333333333334,2
apple,iOS,23.04,yes,no,8.0,1.2,32.0,4.0,5493.0,469.0,2018,673,4.923478452,5.859075359,12373.20000022726,31535.99999803732,22.433333333333334,2
apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2716.0,174.0,2017,629,4.522114611,6.906754779,8282.700001236064,89910.00003159855,20.966666666666665,2
apple,iOS,12.83,yes,no,12.0,7.0,64.0,4.0,2691.0,202.0,2017,815,5.175414999,6.644830858,15918.29999288926,69192.0000237963,27.166666666666668,2
apple,iOS,10.34,yes,no,12.0,7.0,64.0,4.0,1821.0,148.0,2017,604,5.120684799,6.554659636,15070.499996379862,63225.90000113613,20.133333333333333,2
apple,iOS,30.71,yes,no,12.0,7.0,64.0,4.0,2256.0,677.0,2017,541,5.759185645,6.803094518,28538.0999927538,81056.69996444983,18.033333333333335,2
apple,iOS,25.53,yes,no,12.0,7.0,64.0,4.0,8134.0,469.0,2017,629,5.2907891,6.594071404,17864.999997726758,65767.50000056856,20.966666666666665,2
